検索条件
"・地域：都内全域"
"・届出状態：完了"
"・用途：住宅等"
"・建物番号：指定なし"
"・建築主：指定なし"
"・設計者：指定なし"
"・環境性能：指定なし"
"・再エネ設備：指定なし"
"・再エネ電気：指定なし"
"・EV充電器：指定なし"


検索結果：1224件　CSV出力件数：1224件（CSV出力件数は建物の件数です。）

建物番号,地域,建物名,所在地,建築主,延べ面積,階数、構造,届出状況,工事完了(予定)年月,用途,UA値,ERR（住宅）,用途,PAL*低減率,ERR,基準年度,太陽光発電,太陽熱利用,地中熱利用,その他,合計値,再エネ電気,EV充電器,建物の断熱性,設備の省エネ性,再エネ設備・電気(太陽光発電・太陽熱),維持管理・劣化対策(建物の長寿命化),みどり
"240081","江戸川区","グランカーサ西葛西","江戸川区西葛西2丁目4-25","株式会社カシワバラ・グラウンド　代表取締役　竹村英樹","2162.32","地上7階、地下0階、RC造","計画書（完了時）","2025-12-01","賃貸住宅","0.85","18.9","","","","2024","0.0","0.0","0.0","0.0","0.0","導入しない","あり","2","3","1","2","1"
"240073","品川区","クレストコート旗の台","品川区旗の台五丁目10-20(住戸表示)","住友商事株式会社 代表取締役　上野 真吾","2220.19","地上5階、地下0階、RC造","計画書（完了時）","2025-11-26","賃貸住宅","0.59","23.5","","","","2024","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","2","2"
"230419","江戸川区","プレディア小岩","江戸川区西小岩２丁目１７１７－１","ＪＲ西日本プロパティーズ株式会社　代表取締役　小山　健介","4678.20","地上14階、地下0階、RC造","計画書（完了時）","2025-11-25","分譲住宅","0.74","16.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","1"
"230455","港区","（仮称）白金プロジェクト","港区白金四丁目10番22号","株式会社ケイ・エスホールディング　代表取締役　関家　由香","2751.05","地上5階、地下1階、RC造、S造","計画書（完了時）","2025-11-25","分譲賃貸混在","0.62","25.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","2","1"
"230646","新宿区","（仮称）新宿区若松町プロジェクト新築工事","新宿区若松町1-1,1-5,1-6の一部,84-40の一部","生和ホームズ株式会社　代表取締役　黒田　英之","2109.63","地上13階、地下0階、RC造","計画書（完了時）","2025-11-21","賃貸住宅","0.79","7.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","3","2"
"230468","港区","リビオメゾン西麻布","港区西麻布一丁目14-5","日鉄興和不動産株式会社　代表取締役社長　三輪 正浩","2436.60","地上11階、地下0階、RC造","計画書（完了時）","2025-11-20","賃貸住宅","0.87","15.0","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","2","1"
"220271","台東区","（仮称）台東区駒形一丁目計画新築工事","台東区駒形一丁目5-3，5-16，5-28(地名地番)","株式会社長谷工コーポレーション　　代表取締役社長　熊野　聡","7012.65","地上15階、地下1階、RC造","計画書（完了時）","2025-11-18","賃貸住宅","0.59","29.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"220458","江戸川区","プラウドタワー小岩フロント","江戸川区南小岩六丁目2354番","南小岩六丁目地区市街地再開発組合　理事長　都築　毅","52781.79","地上33階、地下1階、RC造、S造","計画書（完了時）","2025-11-17","分譲住宅","0.51","29.5","","","","2020","3.3","0.0","0.0","0.0","3.3","導入しない","あり","3","3","2","1","2"
"220059","渋谷区","パークコート恵比寿","渋谷区東3丁目1-1，3，12","恵比寿フラワーホームマンション建替組合　理事長　石井　謙次","6804.06","地上15階、地下1階、RC造","計画書（完了時）","2025-11-13","分譲住宅","0.45","15.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","2"
"230502","文京区","GREEN PARK 本郷","文京区本郷四丁目37番60、37番1","株式会社坂入産業 代表取締役 　　坂入 正司","3453.76","地上14階、地下0階、RC造","計画書（完了時）","2025-11-12","分譲住宅","0.71","15.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","2"
"230368","台東区","Brillia ist 浅草","台東区西浅草２丁目27-12","東京建物株式会社　代表取締役　社長執行役員　小澤克人","3386.62","地上15階、地下0階、RC造","計画書（完了時）","2025-11-10","賃貸住宅","0.73","23.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","1"
"230438","文京区","ルフォンプログレ本郷三丁目","文京区本郷三丁目１８番１号他","株式会社サンケイビル 代表取締役社長　飯島一暢","2936.78","地上14階、地下1階、RC造","計画書（完了時）","2025-11-07","賃貸住宅","1.34","7.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","3","1"
"230735","世田谷区","ブランシエスタ用賀","世田谷区玉川台１丁目207番1,2,3","株式会社長谷工不動産 代表取締役社長　松本 健","2310.99","地上4階、地下0階、RC造","計画書（完了時）","2025-11-06","賃貸住宅","0.84","9.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"220328","江東区","アトラス亀戸レジデンス","江東区亀戸三丁目187-3(地名地番)　　　　　　　　　　","旭化成ホームズ株式会社　  　　　                                        　　　代表取締役 大和久 裕二","3999.61","地上14階、地下1階、RC造","計画書（完了時）","2025-10-30","分譲住宅","0.55","29.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"230632","文京区","コンフォリア・リヴ 文京護国寺","文京区目白台三丁目1-16","大和ハウス工業株式会社 代表取締役社長　芳井 敬一","4008.32","地上4階、地下1階、RC造","計画書（完了時）","2025-10-29","賃貸住宅","0.73","24.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","2","1"
"220260","中野区","パークシティ中野 ザ タワー ブリーズ ","中野区中野四丁目102番","囲町東地区市街地再開発組合　理事長 梶原　俊博","29295.57","地上20階、地下1階、RC造","計画書（完了時）","2025-10-29","分譲住宅","0.58","34.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","2"
"220260","中野区","パークシティ中野 ザ タワー ブリーズ ","中野区中野四丁目102番","囲町東地区市街地再開発組合　理事長 梶原　俊博","29295.57","地上20階、地下1階、RC造","計画書（完了時）","2025-10-29","分譲住宅","0.58","34.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","2"
"230672","渋谷区","ザ・パークハビオ代々木","渋谷区代々木三丁目46番1","三菱地所レジデンス株式会社　取締役社長　宮島 正治","3207.47","地上9階、地下1階、RC造","計画書（完了時）","2025-10-29","賃貸住宅","0.58","20.1","","","","2020","3.7","0.0","0.0","0.0","3.7","導入しない","あり","3","3","2","3","1"
"230619","三鷹市","ブランシエラ三鷹下連雀ローレルコート","三鷹市下連雀八丁目488番1","（株）長谷工不動産代表取締役社長松本健　近鉄不動産（株）代表取締役社長倉橋孝壽","5078.07","地上8階、地下0階、RC造","計画書（完了時）","2025-10-28","分譲住宅","0.59","31.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","2"
"230719","大田区","ザ・ライオンズ大岡山","大田区北千束三丁目406番2","株式会社大京　代表取締役社長　細川　展久","3765.65","地上6階、地下1階、RC造","計画書（完了時）","2025-10-28","分譲住宅","0.52","22.2","","","","2020","1.7","0.0","0.0","0.0","1.7","導入しない","あり","3","3","2","1","1"
"230493","練馬区","ルーウェ東大泉","練馬区東大泉二丁目1番18号","東映株式会社 代表取締役社長吉村文雄","6431.41","地上6階、地下0階、RC造","計画書（完了時）","2025-10-27","賃貸住宅","0.82","3.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","3","2"
"230542","墨田区","シーズンフラッツ両国サウス","墨田区千歳一丁目1番2（地名地番）","株式会社　セゾンリアルティ　代表取締役社長　岡本　龍成","3923.29","地上9階、地下0階、RC造","計画書（完了時）","2025-10-24","賃貸住宅","0.59","20.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","3"
"220285","江東区","パークアクシス西大島コンフォートスクエア","江東区大島四丁目6番17号","三井不動産レジデンシャル 株式会社   代表取締役　嘉村　徹","24770.27","地上14階、地下0階、RC造、S造","計画書（完了時）","2025-10-20","賃貸住宅","0.74","27.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","1","1"
"230185","八王子市","プレシス八王子横山町","八王子市横山町132番1他","一建設 株式会社　　代表取締役　堀口 忠美","2749.39","地上15階、地下0階、RC造","計画書（完了時）","2025-10-20","分譲住宅","0.84","7.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"230421","目黒区","アジールコート都立大学","目黒区中根1丁目201-1, 10, 11, 22, 34, 202-1","株式会社アーバネットコーポレーション代表取締役社長　田中　敦","2686.43","地上3階、地下1階、RC造","計画書（完了時）","2025-10-17","賃貸住宅","0.71","16.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"220502","世田谷区","カーメスト用賀馬事公苑　２号棟","世田谷区上用賀四丁目73番1ほか","東京都住宅供給公社　理事長 浜 佳葉子","6102.55","地上4階、地下0階、RC造","計画書（完了時）","2025-10-16","賃貸住宅","0.78","14.5","","","","2020","20.0","0.0","0.0","0.0","20.0","導入しない","なし","2","3","3","3","3"
"230422","江戸川区","レーベン新小岩 CENTER PLACE","江戸川区中央一丁目1459番、1460番","株式会社タカラレーベン　代表取締役　秋澤 昭一","3658.66","地上10階、地下0階、RC造","計画書（完了時）","2025-10-16","分譲住宅","0.85","17.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","2","3","1","3","3"
"230280","荒川区","（仮称）荒川区南千住二丁目計画","荒川区南千住二丁目77-2","株式会社 日本ワークス　　代表取締役 矢嶋　和幸","2307.09","地上15階、地下0階、RC造","計画書（完了時）","2025-10-15","分譲住宅","0.75","26.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"240104","西東京市","プラウド田無サウスアベニュー","西東京市保谷町四丁目1368-74（地番）","野村不動産株式会社　代表取締役　松尾　大作","4781.94","地上5階、地下0階、RC造、S造","計画書（完了時）","2025-10-14","分譲住宅","0.52","28.5","","","","2024","5.5","0.0","0.0","0.0","5.5","導入しない","あり","3","3","2","2","1"
"230437","足立区","コンフォリア竹ノ塚イースト","足立区竹の塚六丁目16番11","東急不動産株式会社　取締役社長　星野浩明","3141.34","地上10階、地下0階、RC造","計画書（完了時）","2025-10-14","賃貸住宅","1.35","16.6","","","","2020","5.5","0.0","0.0","0.0","5.5","導入しない","あり","1","3","2","2","1"
"230324","江東区","ブランシエスタ木場","江東区木場6丁目41番5","株式会社長谷工コーポレーション　代表取締役社長	　熊野　聡       株式会社長谷工アネシス    代表取締役社長　楢岡　祥之																				","7301.04","地上11階、地下0階、RC造","計画書（完了時）","2025-10-09","賃貸住宅","0.40","20.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"200378","港区","赤坂トラストタワー","港区赤坂二丁目17番22号","森トラスト株式会社　代表取締役社長　伊達美和子NTT都市開発株式会社　代表取締役社長　池田康","209418.50","地上43階、地下3階、SRC造、RC造、S造","計画書（完了時）","2025-10-09","賃貸住宅","0.72","3.7","","","","2020","20.0","0.0","0.0","0.0","20.0","導入しない","なし","3","2","3","2","3"
"240091","新宿区","ザ・グラヴィティ新宿","新宿区百人町一丁目３７番２","株式会社　住協　　　　　　　　　　　 代表取締役　安永久人","3622.12","地上5階、地下0階、RC造","計画書（完了時）","2025-10-09","賃貸住宅","0.92","1.1","","","","2024","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","1","1"
"210469","調布市","シティテラス多摩川　E棟","調布市染地三丁目１－８１１他","多摩川住宅ホ号棟マンション建替組合　理事長　眞野源吾","8996.56","地上12階、地下0階、RC造","計画書（完了時）","2025-10-07","分譲住宅","0.75","10.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","3"
"210471","調布市","シティテラス多摩川　G棟","調布市染地三丁目１－８１１他","多摩川住宅ホ号棟マンション建替組合　理事長　眞野源吾","14790.87","地上12階、地下0階、RC造","計画書（完了時）","2025-10-07","分譲住宅","0.74","11.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","3"
"230417","新宿区","S-RESIDENCE 新宿早稲田avelis　新築工事","新宿区早稲田鶴巻町569番","サムティ株式会社　代表取締役　小川 靖展","2334.24","地上12階、地下0階、RC造","計画書（完了時）","2025-10-07","賃貸住宅","0.99","27.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","3","1"
"230686","大田区","（仮称）大田区池上六丁目マンション計画","大田区池上六丁目45番33","東急株式会社 取締役社長　堀江 正博、三信住建株式会社 代表取締役社長 信田 博幸","2460.91","地上5階、地下0階、RC造","計画書（完了時）","2025-10-03","賃貸住宅","0.59","25.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","2","1"
"220721","足立区","アルファスマート谷在家","足立区皿沼2丁目1-4","穴吹興産株式会社  代表取締役　穴吹　忠嗣","2961.43","地上15階、地下0階、RC造","計画書（完了時）","2025-10-03","分譲住宅","0.87","14.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"230508","新宿区","Brillia早稲田鶴巻町","新宿区早稲田鶴巻町566番1","東京建物株式会社　代表取締役社長執行役員　小澤　克人","2027.57","地上10階、地下1階、RC造","計画書（完了時）","2025-10-01","分譲住宅","","21.9","","","","2020","5.2","0.0","0.0","0.0","5.2","導入しない","あり","2","3","2","3","1"
"230105","台東区","パークホームズ浅草橋","台東区浅草橋一丁目1番1（地番）","三井不動産レジデンシャル株式会社　代表取締役社長　嘉村　徹","8046.47","地上19階、地下0階、RC造","計画書（完了時）","2025-10-01","分譲住宅","0.60","31.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","2"
